FIPS,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More races
Geo_FIPS,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008
46115,6483,6326,9,85,0,0,30,33
46117,2940,2575,0,273,0,0,20,72
46119,1382,1317,0,37,0,0,0,28
46121,9711,1014,20,8211,68,0,16,382
46123,5608,4650,44,667,19,0,13,215
46125,8344,8105,30,33,1,0,68,107
46127,14377,13642,93,107,106,0,134,295
46129,5443,4468,0,847,19,0,0,109
46135,22434,20770,408,565,154,1,289,247
46137,2796,659,14,2003,11,0,0,109
47001,75039,69536,2900,214,911,0,90,1388
47003,45060,38902,3174,385,348,7,882,1362
47005,16420,15755,413,46,53,0,9,144
47007,12898,12185,539,30,7,0,1,136
47009,123086,115009,3603,383,985,0,1432,1674
47011,99229,91387,4155,149,855,330,916,1437
47013,40629,39715,200,73,130,0,127,384
47015,13797,13232,200,24,52,0,141,148
47017,28486,24845,2908,68,21,2,124,518
47019,57531,55411,732,105,94,0,239,950
47021,39103,37509,597,96,213,0,246,442
47023,17043,14981,1769,55,62,15,47,114
47025,32025,31086,282,50,214,0,4,389
47027,7842,7553,213,0,0,0,39,37
47029,35631,33686,620,44,116,0,473,692
47031,52853,48433,1400,94,533,51,832,1510
47033,14567,11797,1995,9,26,0,560,180
47035,56144,54501,138,148,201,0,210,946
47037,629113,396049,174582,1393,19586,270,24074,13159
47039,11732,11065,301,3,35,4,151,173
47041,18770,17822,301,11,43,0,449,144
47043,49704,45972,2099,47,250,0,459,877
47045,38234,31226,5605,12,109,8,440,834
47047,38370,26442,10864,42,247,2,422,351
47049,17945,17586,39,67,23,0,0,230
47051,40972,37098,1970,17,189,0,675,1023
47053,49594,39015,9286,142,110,14,308,719
47055,29439,25460,3195,18,153,11,190,412
47057,22613,21910,115,2,1,0,264,321
47059,68755,65771,1561,95,272,20,362,674
47061,13751,11422,95,86,51,0,41,2056
47063,62528,57361,2638,122,435,59,1026,887
47065,337023,251934,68448,681,6267,62,4717,4914
47067,6759,6620,20,8,17,0,0,94
47069,27193,15323,11235,92,182,0,71,290
47071,25987,24456,910,79,99,0,52,391
47073,56725,54790,773,300,273,0,240,349
47075,18673,8775,9188,34,64,0,230,382
47077,27835,24865,2257,13,26,8,172,494
47079,32271,28919,2608,35,31,0,38,640
47081,24481,22712,1280,29,20,0,99,341
47083,8375,7957,162,5,10,0,15,226
47085,18428,17545,541,120,12,0,77,133
47087,11526,11236,37,0,7,0,84,162
47089,51541,49049,1354,122,10,0,182,824
47091,18199,17518,501,54,17,0,34,75
47093,433207,374285,39457,815,8074,114,2892,7570
47095,7780,5399,2052,30,13,0,112,174
47097,27772,17358,9788,111,79,9,129,298
47099,41779,39932,710,127,166,0,262,582
47101,12050,11439,263,56,10,0,176,106
47103,33295,29754,1609,170,9,7,365,1381
47105,48586,46326,537,71,351,17,617,667
47107,52325,48638,2167,75,306,0,164,975
47109,26001,23906,1462,61,56,0,111,405
47111,22265,21328,89,44,130,0,420,254
47113,97976,59127,35520,182,1075,61,659,1352
47115,28184,26474,396,21,99,0,85,1109
47117,30585,27297,1746,36,27,0,586,893
47119,80965,68072,10051,201,487,12,683,1459
47121,11696,11199,195,0,0,0,0,302
47123,44680,42568,845,211,132,3,113,808
47125,173138,125335,33312,1096,3652,727,2534,6482
47127,6349,5956,148,26,5,0,85,129
47129,21882,20689,698,48,64,0,6,377
47131,31721,27732,3346,48,56,0,153,386
47133,22040,21596,150,18,26,0,0,250
47135,7856,7487,295,0,0,0,0,74
47137,5108,5049,23,0,0,0,0,36
47139,16756,16351,30,59,0,0,42,274
47141,72172,67900,1678,98,819,0,676,1001
47143,31817,30183,817,58,22,0,318,419
47145,54027,51094,1441,113,184,29,95,1071
47147,66143,58726,5017,274,158,66,1010,892
47149,263815,212818,33361,785,8122,65,3292,5372
47151,22196,21953,21,87,33,0,0,102
47153,14173,12971,31,189,0,14,193,775
47155,90218,86458,622,259,929,13,801,1136
47157,929437,384952,482411,2095,21889,235,22458,15397
47159,19157,18092,523,75,97,0,120,250
47161,13262,12445,224,169,155,0,154,115
47163,156675,149059,2697,612,930,35,1034,2308
47165,161206,144552,10969,630,1891,25,1334,1805
47167,61038,47769,11110,241,406,282,285,945
47169,7827,6760,773,21,174,0,0,99
47171,18287,17755,193,50,0,0,193,96
47173,19179,19043,11,6,11,26,15,67
47175,5552,5389,40,0,20,0,0,103
47177,39767,36877,1137,74,238,0,887,554
47179,122840,113826,4743,348,1474,26,341,2082
47181,17015,15759,990,27,6,0,119,114
47183,34802,30867,2827,110,464,10,139,385
47185,25863,24752,465,59,8,0,70,509
47187,184225,165902,7982,166,5361,40,1878,2896
47189,114618,102357,7719,337,1232,86,1422,1465
48001,58269,43169,12451,404,344,59,1070,772
48003,15006,13012,203,515,246,0,808,222
48005,86550,68280,13496,467,413,0,2543,1351
48007,23391,21591,207,69,307,0,284,933
48009,8944,8596,58,60,46,0,104,80
48011,1820,1717,19,11,0,1,42,30
48013,45091,36395,290,273,104,0,6483,1546
48015,28372,24187,2757,13,18,0,934,463
48017,7096,6417,129,2,12,0,536,0
48019,20477,19233,138,163,72,0,509,362
48021,74023,61425,5998,725,561,0,4026,1288
48023,3706,3520,59,29,0,0,84,14
48025,32083,21767,2881,42,130,0,6617,646
48027,310155,206376,65994,1918,8840,2274,10195,14558
48029,1719902,1293143,124773,12953,40684,2365,195362,50622
48031,10425,9730,93,249,12,0,229,112
48033,642,632,0,6,0,0,0,4
48035,18114,17092,261,99,50,0,302,310
48037,92460,64891,21751,748,673,154,1911,2332
48039,313813,235273,38393,1520,17043,44,15565,5975
48041,194087,146571,21489,713,10168,71,10835,4240
48043,9175,8311,117,106,118,9,414,100
48045,1674,1539,17,1,9,2,11,95
48047,7236,6092,6,0,103,0,1027,8
48049,38018,34461,1524,247,118,6,793,869
48051,17160,13635,1970,0,217,0,1073,265
48053,42946,40411,878,244,162,24,732,495
48055,38152,26476,2776,254,61,4,7443,1138
48057,21366,19081,577,21,479,0,235,973
48059,13521,12726,144,6,86,11,123,425
48061,405819,367713,2258,611,2746,11,28765,3715
48063,12389,9631,2269,30,41,0,235,183
48065,6215,5884,52,50,15,6,133,75
48067,30324,24177,5216,182,128,22,196,403
48069,7984,6632,204,43,27,5,380,693
48071,34562,28876,2770,169,357,28,1413,949
48073,50690,41115,7855,137,172,0,749,662
48075,7047,5774,856,0,27,0,325,65
48077,10718,10280,80,145,19,0,18,176
48079,3087,2404,136,75,2,0,402,68
48081,3298,3140,44,17,0,0,68,29
48083,8817,8242,187,27,0,0,186,175
48085,788580,587645,65972,4022,89813,522,18894,21712
48087,3050,2649,125,29,15,0,150,82
48089,20784,16742,2825,108,90,13,850,156
48091,108985,99609,1826,799,774,13,3063,2901
48093,13875,12960,81,8,88,0,550,188
48095,4073,3687,30,8,15,0,298,35
48097,38427,34329,1101,401,255,9,1434,898
48099,75728,55222,12498,310,1656,629,2216,3197
48101,1600,1255,217,8,2,0,40,78
48103,4359,3285,123,59,0,0,835,57
48105,3669,3346,0,0,1,0,260,62
48107,6100,5423,209,6,2,10,292,158
48109,2386,2240,13,24,0,4,53,52
48111,6734,5492,75,100,49,0,812,206
48113,2379214,1366988,522637,10067,122340,1381,298469,57332
48115,13761,11450,915,119,11,0,990,276
48117,19275,16982,85,191,55,0,1394,568
48119,5240,4594,428,82,14,0,32,90
48121,667934,517920,55003,2606,44142,476,20806,26981
48123,20156,13779,1920,32,91,13,3855,466
48125,2399,2082,131,5,1,0,171,9
48127,10054,9374,57,11,10,0,508,94
48129,3652,3400,175,11,28,24,11,3
48131,11821,10752,164,78,6,13,767,41
48133,18519,17031,368,29,15,39,715,322
48135,138193,117399,5928,1003,1009,25,8615,4214
48137,2023,1943,5,0,0,0,75,0
48139,149712,123150,13233,2198,955,15,7198,2963
48141,801115,643658,25217,4482,8471,875,99848,18564
48143,38192,33456,416,283,201,0,3301,535
48145,17756,12351,4386,54,185,0,509,271
48147,33867,29744,2295,264,145,16,669,734
48149,24557,22146,1771,2,22,4,437,175
48151,3963,3269,179,34,1,0,391,89
48153,6439,5728,150,7,0,0,340,214
48155,1273,1171,10,0,7,0,85,0
48157,587666,317324,125758,1488,101219,37,27915,13925
48159,10593,9763,503,158,25,0,37,107
48161,19631,15053,3251,197,42,0,903,185
48163,17265,15002,562,10,33,0,1519,139
48165,17572,15761,190,248,43,53,863,414
48167,292874,229774,40685,1262,8879,98,6506,5670
48169,6295,5364,342,40,0,16,317,216
48171,24777,23863,81,70,47,27,372,317
48173,1255,1181,33,0,0,0,17,24
48175,7223,5440,301,7,9,49,1169,248
48177,19773,11786,1478,24,21,0,6142,322
48179,22731,19880,1095,156,102,0,986,512
48181,120641,102182,6914,1571,1002,56,5464,3452
48183,121451,88247,24389,643,1523,247,4825,1577
48185,26564,19101,4425,94,171,6,2161,606
48187,131945,111231,8256,437,2092,114,5902,3913
48189,36153,30074,1660,235,155,0,2235,1794
48191,3337,2899,191,0,14,14,173,46
48193,8448,8341,39,0,5,3,9,51
48195,5556,4918,9,48,15,16,485,65
48197,4124,3404,350,8,42,0,155,165
48199,54497,49554,3212,189,321,0,726,495
48201,4101752,2563910,775085,18103,257467,2581,410493,74113
48203,65958,48546,14956,86,389,0,1182,799
48205,6015,5114,433,14,6,0,365,83
48207,5891,4745,255,10,9,0,716,156
48209,158464,125452,5297,805,2129,56,21361,3364
48211,3863,3400,5,15,0,0,378,65
48213,78558,70347,5007,461,395,33,1289,1026
48215,774820,667330,3883,2658,7873,3,87013,6060
48217,35079,30931,2387,498,143,0,620,500
48219,22988,18860,644,61,70,13,2655,685
48221,51161,46753,291,384,248,0,2919,566
48223,35088,30506,2775,233,215,10,1043,306
48225,23512,15662,6222,14,83,0,1281,250
48227,34927,25633,1918,330,287,122,5099,1538
48229,3407,3123,64,0,20,0,194,6
48231,85955,69784,7543,555,963,40,5776,1294
48233,21992,19419,644,215,84,16,1020,594
48235,1596,1459,50,0,9,0,60,18
48237,9027,8363,407,31,27,0,165,34
48239,14075,11559,1148,41,0,4,1045,278
48241,35703,28464,5912,207,234,32,463,391
48243,2319,2084,3,43,2,2,171,14
48245,251627,139181,84325,875,8621,124,13777,4724
48247,5257,4851,78,76,0,0,143,109
48249,41014,37212,214,131,131,0,2742,584
48251,151174,139581,3918,769,1087,312,2694,2813
48253,20137,15630,2885,92,112,0,1133,285
48255,14936,9405,1361,106,66,61,3664,273
48257,103385,86514,10001,465,680,188,2590,2947
48259,33745,31885,155,16,349,0,909,431
48261,451,438,12,0,0,0,1,0
48263,829,815,0,0,0,0,11,3
48265,49469,45626,870,217,482,50,1309,915
48267,4577,4411,20,4,21,0,107,14
48269,227,207,0,0,0,0,20,0
48271,3574,3419,65,35,34,0,7,14
48273,31925,27414,1242,132,735,19,1955,428
48275,3713,3111,265,9,0,1,312,15
48277,49740,40350,6544,436,370,105,649,1286
48279,13996,12528,572,58,28,0,590,220
48281,19837,17582,940,248,137,25,490,415
48283,6850,6007,77,108,32,0,569,57
48285,19269,15678,1434,6,20,0,1980,151
48287,16591,13974,1879,34,0,0,460,244
48289,16827,14003,1262,72,25,0,1286,179
48291,75662,60191,8526,297,352,26,4960,1310
48293,23350,18148,4107,55,105,17,601,317
48295,3324,2751,21,72,43,4,372,61
48297,11526,10253,551,101,99,0,353,169
48299,19115,18323,157,40,14,0,305,276
48301,85,43,0,9,0,0,29,4
48303,278339,222418,19707,1125,5603,469,20383,8634
48305,5886,5509,99,86,14,3,120,55
48307,8281,7519,89,270,38,0,248,117
48309,234626,181949,34584,1129,3345,46,9191,4382
48311,696,669,0,6,0,0,0,21
48313,13590,10098,2862,28,39,0,491,72
48315,10544,7830,2538,12,69,0,31,64
48317,4804,4153,120,47,0,0,477,7
48319,3978,3932,0,12,0,0,21,13
48321,36653,29836,4011,123,726,79,1077,801
48323,54107,48983,90,756,83,0,3369,826
48325,46009,41052,1267,219,258,0,2339,874
48327,2232,2108,25,9,0,0,18,72
48329,138472,117967,9249,753,1944,5,6165,2389
48331,24691,20704,2291,258,56,0,864,518
48333,4880,4755,28,0,0,0,87,10
48335,9367,7136,956,37,53,0,845,340
48337,19737,18797,24,51,81,0,376,408
48339,458339,402030,18758,1671,9975,272,14954,10679
48341,21765,16392,360,140,1396,6,2843,628
48343,12914,9093,2972,23,6,0,514,306
48345,1153,1100,24,7,1,0,21,0
48347,64647,49059,12079,335,856,0,1599,719
48349,47739,36365,7041,1178,288,0,2005,862
48351,14372,10950,2950,28,162,95,166,21
48353,15104,12627,604,85,15,0,1171,602
48355,340568,293320,13809,1113,5519,277,19687,6843
48357,10314,7969,68,106,35,0,1749,387
48359,2048,1866,20,12,12,4,46,88
48361,82306,71910,7256,475,946,19,982,718
48363,28010,24698,693,205,106,0,1758,550
48365,23814,18353,4046,91,22,0,833,469
48367,116820,109442,2056,1022,703,8,1874,1715
48369,10172,9280,93,60,0,9,570,160
48371,15510,13712,854,24,74,0,676,170
48373,45618,37728,5184,565,237,0,1029,875
48375,121099,94439,12213,1059,4679,71,4875,3763
48377,7678,7109,40,317,1,0,148,63
48379,10976,9860,292,64,41,0,591,128
48381,121090,109363,2752,675,1816,34,3485,2965
48383,3384,3007,114,0,0,0,251,12
48385,3326,3252,2,0,6,0,27,39
48387,12795,10059,2205,154,11,19,159,188
48389,13606,11816,548,274,48,0,695,225
48391,7352,6423,416,10,49,0,124,330
48393,992,975,0,1,10,0,0,6
48395,16596,12107,3616,47,109,0,564,153
48397,78749,67839,4008,524,1841,404,2265,1868
48399,10473,9680,214,32,31,0,334,182
48401,53211,42018,9488,192,257,6,630,620
48403,10642,9630,946,0,0,0,21,45
48405,8898,6427,2271,40,38,0,67,55
48407,26482,22734,2866,26,171,0,327,358
48409,65352,59426,1332,362,600,3,2709,920
48411,6037,5391,134,7,15,0,351,139
48413,3327,2903,12,37,6,0,323,46
48415,16855,13380,754,100,47,0,2256,318
48417,3346,3014,46,11,0,0,251,24
48419,25602,20022,4580,14,118,0,639,229
48421,3040,2601,5,4,6,0,353,71
48423,209691,159100,38047,846,2581,348,5735,3034
48425,8444,7619,107,31,10,0,649,28
48427,60882,56702,53,95,45,0,3293,694
48429,9561,8176,236,32,49,0,1018,50
48431,1223,1187,2,0,0,0,34,0
48433,1447,1278,46,11,0,0,88,24
48435,4123,3793,42,21,0,0,264,3
48437,7816,6694,446,19,33,32,335,257
48439,1814667,1273774,269911,9312,84660,3198,131728,42084
48441,131425,109139,9766,660,2105,111,6287,3357
48443,1001,962,0,0,39,0,0,0
48445,12561,10278,621,33,10,0,1439,180
48447,1626,1613,2,0,0,0,2,9
48449,32045,25679,3254,130,231,0,2026,725
48451,110434,95978,4501,648,1172,70,5427,2638
48453,1034842,746424,87799,5972,60637,820,106507,26683
48455,14466,12781,1510,27,59,0,22,67
48457,21638,18437,2379,147,87,0,402,186
48459,39386,33960,3345,222,197,23,769,870
48461,3300,2654,90,9,0,0,486,61
48463,26434,24598,259,105,130,20,1078,244
48465,48578,44374,677,193,261,0,2589,484
48467,52507,49242,1250,441,202,164,395,813
48469,87188,71237,5499,339,999,14,5336,3764
48471,67447,49370,15263,157,718,0,1166,773
48473,42894,28956,10348,469,134,0,1673,1314
48475,10705,9229,583,82,33,0,658,120
48477,33628,26363,6005,196,485,0,301,278
48479,250320,233062,765,806,1900,20,11889,1878
48481,41153,33091,5931,91,101,0,1453,486
48483,5414,4720,172,44,48,0,367,63
48485,131019,106322,13633,1041,2790,102,3709,3422
48487,13451,11315,1114,76,117,0,531,298
48489,21983,20635,418,119,0,0,670,141
48491,426296,348720,27063,1363,21268,116,15632,12134
48493,42999,37824,703,159,205,0,3164,944
48495,7137,6393,201,81,27,0,234,201
48497,59351,55418,610,533,202,38,1567,983
48499,41927,38267,2057,235,205,9,769,385
48501,7918,6508,97,53,40,0,1046,174
48503,18368,17017,244,89,8,0,467,543
48505,14014,13801,25,0,0,0,188,0
48507,11753,10308,21,0,0,0,1386,38
49001,6527,6345,10,27,0,95,13,37
49003,49660,46316,109,319,375,68,1445,1028
49005,112095,103302,650,748,2165,184,2676,2370
49007,21153,19369,95,282,158,20,833,396
49009,897,840,0,4,6,4,15,28
49011,306664,279043,3759,1587,5736,1911,7279,7349
49013,18537,17023,71,911,88,41,218,185
49015,10902,10490,47,49,37,0,170,109
49017,5107,4869,17,97,65,24,4,31
49019,9183,8561,33,429,47,21,19,73
49021,45984,42704,195,1025,287,210,321,1242
49023,10233,9923,36,82,37,13,36,106
49025,7093,6900,10,14,7,8,99,55
49027,12436,11646,88,124,18,20,390,150
49029,9485,9253,0,0,44,0,86,102
49031,1699,1653,3,1,0,2,27,13
49033,2264,2213,3,3,0,2,13,30
49035,1032226,887588,16684,7887,34277,16106,43143,26541
49037,14707,7084,22,7168,68,64,57,244
49039,27645,25471,263,285,135,154,998,339
49041,20759,19803,94,262,51,25,292,232
49043,36598,34598,108,141,691,8,729,323
49045,58158,54914,540,546,436,215,644,863
49047,32809,27845,41,2033,186,508,985,1211
49049,516571,471667,2937,3113,7042,4349,15012,12451
49051,23661,22709,59,78,193,10,291,321
49053,139484,129149,613,1849,988,1135,3574,2176
49055,2756,2688,23,31,0,0,6,8
49057,230940,201311,3402,1728,2944,569,15667,5319
50001,36814,35217,320,114,554,32,68,509
50003,36990,35700,171,42,224,0,70,783
50005,31170,30124,230,84,260,21,45,406
50007,156696,144836,2878,452,4386,6,649,3489
50009,6316,6123,34,29,19,0,13,98
50011,47853,45603,210,399,239,0,264,1138
50013,7032,6714,10,44,16,0,11,237
50015,24471,23613,133,65,121,0,109,430
50017,28980,28116,78,80,168,2,64,472
50019,27198,26372,208,100,112,5,42,359
50021,61599,59763,291,90,306,0,255,894
50023,59462,57276,540,173,522,11,77,863
50025,44310,42234,446,60,438,51,105,976
50027,56607,54560,255,123,526,2,164,977
51001,33454,22586,9620,112,41,0,480,615
51003,99484,81403,9751,313,4240,0,1027,2750
51005,16297,15210,801,6,127,0,10,143
51007,12674,9219,3052,117,59,18,16,193
51009,32301,24630,6083,331,196,18,304,739
51011,14952,11468,3206,12,27,0,16,223
51013,209077,149199,17742,824,20085,142,13954,7131
51015,73662,68529,2990,231,375,84,835,618
51017,4713,4499,169,0,34,0,11,0
51019,68750,62962,3830,96,721,30,105,1006
51021,6827,6618,189,0,0,0,0,20
51023,33074,31320,1132,2,123,0,55,442
51025,17372,7162,9969,0,35,0,46,160
51027,24071,23162,478,129,175,0,73,54
51029,17071,10562,6167,51,89,0,52,150
51031,54797,45296,7938,132,420,8,208,795
51033,28510,18964,8435,135,141,0,150,685
51035,29989,29225,247,0,43,0,99,375
51036,7226,3008,3579,469,10,7,3,150
51037,12546,8420,3819,64,17,0,105,121
51041,316895,222916,70601,1066,10904,184,4257,6967
51043,14143,12805,799,49,140,0,131,219
51045,5186,5080,10,0,13,0,0,83
51047,46894,36090,7027,69,746,66,1322,1574
51049,9951,6348,3399,11,0,12,0,181
51051,15877,15685,68,0,38,0,0,86
51053,27926,18006,9280,62,140,0,171,267
51057,11130,6526,4300,64,14,24,12,190
51059,1083770,691090,99298,4623,190824,934,53010,43991
51061,65495,57199,5393,32,896,20,363,1592
51063,15268,14590,186,165,139,0,0,188
51065,25749,20836,4006,74,180,0,61,592
51067,56012,50306,4801,62,171,0,45,627
51069,78397,71186,3258,62,1057,163,1198,1473
51071,17149,16585,230,17,32,0,40,245
51073,36821,32179,3367,179,332,7,101,656
51075,21496,16653,4413,12,106,0,53,259
51077,15535,14941,354,0,4,93,51,92
51079,18453,16460,1244,0,191,27,182,349
51081,12127,4599,7264,24,52,0,73,115
51083,36140,21860,13513,51,125,0,422,169
51085,99964,86520,9225,274,1307,31,970,1637
51087,307576,185352,89917,1108,19967,111,4097,7024
51089,53971,40414,11750,16,274,0,617,900
51091,2317,2295,0,0,0,0,5,17
51093,35240,25290,8766,55,345,0,228,556
51095,66939,54220,9044,208,1861,77,436,1093
51097,6968,4756,2148,19,12,0,8,25
51099,23739,18280,4530,54,246,6,79,544
51101,15861,12278,3010,218,23,0,77,255
51103,11371,7963,3211,0,109,0,11,77
51105,25528,24090,959,95,54,8,135,187
51107,314980,220871,23431,630,46369,107,12007,11565
51109,33083,26038,5970,120,186,0,197,572
51111,12838,7911,4553,5,5,12,135,217
51113,13270,11311,1524,0,87,13,72,263
51115,8965,7818,875,33,30,0,86,123
51117,32548,19346,11968,46,237,14,562,375
51119,10855,8647,2146,31,0,0,12,19
51121,94179,82549,3632,208,5284,26,881,1599
51125,15000,12407,2381,29,20,0,8,155
51127,18460,14999,2952,156,94,0,94,165
51131,12408,7483,4750,0,53,0,66,56
51133,12389,8788,3592,0,0,0,0,9
51135,15875,9188,6312,41,37,0,186,111
51137,33625,27909,4399,57,191,0,308,761
51139,24038,23091,371,49,122,0,29,376
51141,18513,17127,1250,53,2,0,10,71
51143,63318,47613,13794,38,166,13,663,1031
51145,28003,23624,3877,63,155,0,69,215
51147,23017,14477,7865,40,165,2,257,211
51149,36013,22276,11654,321,623,116,474,549
51153,404011,242288,80814,1400,30258,359,29503,19389
51155,34869,32300,1832,20,178,0,58,481
51157,7440,6857,372,33,9,0,37,132
51159,9234,6143,2790,71,16,0,80,134
51161,92432,83195,5043,162,2452,0,314,1266
51163,22357,21134,688,33,152,32,5,313
51165,76353,72945,1216,313,581,0,557,741
51167,28773,27989,403,27,72,0,119,163
51169,23061,22701,150,0,53,0,4,153
51171,42076,40016,888,40,239,14,344,535
51173,32103,31017,641,98,91,0,6,250
51175,18576,11223,6925,50,17,0,28,333
51177,122854,92339,19432,378,2954,193,5081,2477
51179,129446,92277,22393,740,3419,168,6150,4299
51181,6988,3570,3307,4,47,0,27,33
51183,12095,4858,7053,10,15,0,68,91
51185,44846,42672,1210,68,140,0,121,635
51187,37567,34487,1477,121,262,42,182,996
51191,54691,53076,692,82,229,0,114,498
51193,17468,11957,5198,3,41,0,54,215
51195,41361,38463,2155,28,164,0,134,417
51197,29203,27849,1099,11,170,0,20,54
51199,65503,50812,9061,142,3087,149,266,1986
51510,140337,89211,30599,552,8462,143,5992,5378
51515,6103,4638,1314,0,26,0,10,115
51520,17747,16112,1062,111,138,0,71,253
51530,6679,6074,535,15,4,2,9,40
51540,43223,29970,8661,186,2818,27,515,1046
51550,223233,139846,66739,902,6932,133,3043,5638
51570,17426,14296,2279,41,554,0,87,169
51580,5903,4964,715,15,28,0,37,144
51590,43185,20663,20875,18,436,8,565,620
51595,5825,1862,3729,13,20,0,143,58
51600,22712,16371,1079,137,3578,32,776,739
51610,12300,9533,634,8,1212,0,602,311
51620,8531,3379,4916,0,72,0,15,149
51630,24932,16220,5850,102,624,3,1434,699
51640,6942,6482,270,38,10,0,0,142
51650,137471,59665,69527,629,3295,67,1265,3023
51660,49043,41586,3661,54,1912,73,701,1056
51670,22501,12915,8724,40,57,0,197,568
51678,6990,5572,616,0,307,0,214,281
51680,75657,49167,21809,140,1890,5,647,1999
51683,37943,27524,5410,18,1495,0,1851,1645
51685,14409,8849,1876,93,1098,0,1579,914
51690,13854,6803,6137,86,147,0,353,328
51700,180831,91768,72991,751,5085,357,2988,6891
51710,243056,116753,104880,1094,8219,567,4037,7506
51720,3971,3576,290,0,0,0,55,50
51730,32226,5921,25625,47,232,7,79,315
51735,12110,11521,51,0,406,0,31,101
51740,95786,40037,50735,200,1049,22,888,2855
51750,16511,14337,1338,0,279,14,182,361
51760,205348,88522,102477,679,4551,74,2707,6338
51770,96742,63434,27018,210,1750,13,1100,3217
51775,24792,21931,1779,30,388,0,373,291
51790,23906,19985,2967,36,153,0,123,642
51800,84216,44201,35374,77,1300,7,439,2818
51810,439528,301851,84398,1200,27541,525,5019,18994
51820,21030,17230,2450,191,206,0,384,569
51830,14207,10696,2065,0,791,0,240,415
51840,26330,21499,2884,45,663,29,560,650
53001,18575,11632,24,167,123,18,5929,682
53003,21658,20330,104,234,108,38,216,628
53005,175424,143741,2437,1787,4710,206,17174,5369
53007,72431,64135,247,886,522,44,4891,1706
53009,71411,62920,591,3544,1027,53,548,2728
53011,426984,367814,8448,2652,17232,2691,10210,17937
53013,4001,3731,9,57,18,0,80,106
53015,102138,92396,516,1750,1353,165,1684,4274
53017,38369,28809,96,413,294,51,7672,1034
53019,7584,5758,51,1304,34,22,123,292
53021,78680,46005,1528,604,1539,30,26643,2331
53023,2246,2130,0,0,28,0,0,88
53025,88885,61729,960,1009,959,31,21486,2711
53027,72272,62497,858,2936,991,174,2049,2767
53029,78707,67571,1461,529,3433,485,1223,4005
53031,29802,27009,285,526,443,12,145,1382
53033,1940777,1356608,118815,14772,282493,14554,55583,97952
53035,251400,207191,6796,3774,11886,2232,4135,15386
53037,40954,36731,311,340,1074,2,1563,933
53039,20421,18727,107,566,136,52,460,373
53041,75399,69299,459,615,601,11,1478,2936
53043,10536,9912,30,181,41,3,92,277
53045,60545,52221,797,2016,902,43,1672,2894
53047,40959,31011,193,4181,309,194,3511,1560
53049,20945,18375,99,332,417,13,865,844
53051,12976,11791,16,480,28,0,113,548
53053,798528,605139,54474,9098,47281,10469,19719,52348
53055,15740,14779,109,123,247,18,209,255
53057,117087,102449,704,1942,2108,234,5248,4402
53059,11053,10245,11,244,115,41,218,179
53061,714443,572692,16600,8685,64209,2807,16691,32759
53063,470375,420391,8515,6159,10829,1697,5346,17438
53065,43498,39119,180,2013,270,66,165,1685
53067,252410,210962,6824,3469,14185,1925,3672,11373
53069,4003,3790,7,36,32,0,0,138
53071,58643,51104,998,610,765,177,3493,1496
53073,201404,175087,1800,5400,7523,394,3733,7467
53075,44997,38349,907,241,3385,149,264,1702
53077,242454,180685,1888,9741,2397,145,39267,8331
54001,16472,15952,68,114,45,0,0,293
54003,104410,92146,7511,183,897,10,888,2775
54005,24617,24256,232,0,3,0,0,126
54007,14531,14294,86,63,11,0,2,75
54009,24021,23274,412,51,103,0,45,136
54011,96240,88132,4510,217,985,22,109,2265
54013,7613,7443,18,5,3,0,0,144
54015,9432,9284,17,4,0,0,3,124
54017,8147,8008,45,1,0,0,0,93
54019,46000,42903,2257,103,76,0,163,498
54021,8623,7112,994,38,30,0,126,323
54023,11929,11652,69,2,0,0,43,163
54025,35572,33618,1015,65,94,16,44,720
54027,23791,23137,254,0,85,2,87,226
54029,30594,29317,579,53,87,0,0,558
54031,13912,13237,446,24,13,0,148,44
54033,68959,66193,1047,139,348,118,142,972
54035,29206,28721,163,5,0,0,0,317
54037,53545,47187,3342,45,745,0,627,1599
54039,192572,171522,8050,243,2082,0,111,10564
54041,16389,16005,44,14,41,23,0,262
54043,21714,21424,51,10,32,0,0,197
54045,36508,35274,823,62,118,1,29,201
54047,21966,19511,2288,14,26,0,0,127
54049,56460,53352,1928,35,142,29,34,940
54051,32993,32362,209,29,153,0,31,209
54053,27242,26601,174,15,0,0,0,452
54055,62251,57036,3566,223,370,0,165,891
54057,28049,26754,935,4,14,0,25,317
54059,26660,25762,593,14,79,0,39,173
54061,96417,87808,3234,121,3163,45,306,1740
54063,13528,13181,117,49,0,0,0,181
54065,17507,17073,131,11,87,0,0,205
54067,26201,25668,3,186,131,0,27,186
54069,44307,41418,1664,70,432,1,59,663
54071,7666,7327,229,6,7,0,33,64
54073,7630,7383,69,12,0,0,0,166
54075,8750,8509,119,3,12,0,1,106
54077,33471,31899,1067,57,36,0,87,325
54079,55660,54017,655,30,433,14,19,492
54081,78852,69897,6663,176,905,23,292,896
54083,29361,28567,318,37,122,51,14,252
54085,10391,10240,27,27,5,0,12,80
54087,14884,14001,1,34,8,0,2,838
